,,,,,,,,,,,,,label
44941175,2016-04-09 08:21:36+00:00, ,7.19E+17,en,0,0,0,0, ,"$T$ warns of fake website phishing for visa and passport numbers, police report made https://t.co/uf420fLYPM",ICA,Immigration policy,1
14793505,2019-03-18 08:48:08+00:00, ,1.11E+18,en,0,0,0,1, ,"Couple gets jail for abusing second $T$, caning her and forcing rice down her throat - Channel NewsAsia https://t.co/qjq0Q9eodA",maid,Foreign domestic workers,-1
29701488,2012-07-27 09:37:28+00:00, ,2.29E+17,en,0,0,0,0, ,New Job: $T$ Consultant - In-house Opportunity Singapore http://t.co/mH1VSToj,expatriate,Foreign talents,0
9.18E+17,2017-11-04 04:00:40+00:00, ,9.27E+17,en,0,0,0,0, ,"Singapore $T$, a work Visas for Professionals and entrepreneurs https://t.co/nTLjzu3fAb https://t.co/VS1MLnuiGb",employment pass,Foreign talents,0
7.11E+17,2019-10-29 13:57:22+00:00, ,1.19E+18,en,0,0,0,0, ,"According to media reports, 56-year-old Yau Termg Phun a PR working $T$ in Singapore as a delivery man was sentenced to 

Join us on Telegram for instant news: https://t.co/Wnq5LpwvA0 https://t.co/Bd1ZZvTUTm",maid,Foreign domestic workers,-1
1030000000,2014-03-21 07:08:27+00:00, ,4.47E+17,en,0,0,0,0, ,WHAT IS A SINGAPORE $T$ ($T$) application?... http://t.co/3KmC5cNz1Q,employment pass,Foreign talents,0
58435187,2011-12-20 05:16:58+00:00, ,1.49E+17,en,0,0,0,0, ,[News] $T$ jailed for cheating & pawning elderly's jewellery: SINGAPORE: http://t.co/2nIGoyVc,maid,Foreign domestic workers,-1
91485571,2019-11-10 04:24:45+00:00, ,1.19E+18,en,0,0,0,0, ,What???????????????$T$????? https://t.co/rJ0tSRrf0c,domestic worker,Foreign domestic workers,-1
74559996,2011-06-12 03:51:36+00:00, ,7.98E+16,en,0,0,0,0, ,Eric filming his drama at Singapore today!!! Fighting for both eric and changjos in $T$!!!!,SP,Foreign talents,1
2150000000,2015-04-01 08:09:55+00:00, ,5.83E+17,en,0,0,0,0, ,U.S. expects Congress to $T$ fast-track trade bill within next month: SINGAPORE (Reuters) - The United States... http://t.co/1N1ATf4sec,S pass,Foreign talents,1
401000000,2013-10-27 03:37:10+00:00, ,3.94E+17,en,0,0,1,0, ,@dorene_ang you are a Chinese Nigga! I love how we can say the word nigga in Singapore without having the fear of being called a $T$ haha,racist,Xenophobia and racism,1
35134098,2017-10-27 00:26:33+00:00, ,9.24E+17,en,0,0,0,0, ,"Late by a few days... $T$
So my new passport is not so __ew_ after all. Guess I have to wait till it expire to have... https://t.co/W4Mp3QpBoc",ICA,Immigration policy,-1
877000000,2019-09-01 09:06:07+00:00, ,1.17E+18,en,0,0,0,12377, ,"RT @SGNotoriousAFC: ""Which race in Singapore is the most $T$? Indian, Chinese, Malay""

This guy: https://t.co/irlpVCoQSR",racist,Xenophobia and racism,0
872000000,2014-12-14 06:22:11+00:00, ,5.44E+17,en,0,0,0,18, ,RT @jinbyuI: you're being $T$ in a MULTI-RACIAL country and singaporean malays have special rights in singapore http://t.co/5ROzPl9j77,racist,Xenophobia and racism,1
1.00E+18,2021-06-01 02:15:02+00:00, ,1.40E+18,en,0,0,0,1, ,#SMUYPHSL congratulates our JD $T$ Jenny Lu and Santhiya Kulasakeran; coached by alumnus Dhiraj Chainani; who emerged National Round champions of the International Negotiation Competition (INC) 2021. The team will represent Singapore in the International Round in late June. https://t.co/wwsl3IpcEi,international students,Foreign talents,1
53837393,2016-05-07 09:27:15+00:00, ,7.29E+17,en,0,0,0,4336, ,"RT @SoSingaporean: $T$ or not, these are outright display of chinese privilege that exists in Singapore and it has to stop https://t.co/",racist,Xenophobia and racism,-1
1.02E+18,2021-02-25 05:45:32+00:00, ,1.36E+18,en,0,0,0,1, ,Police report made against fake $T$ website; authority says no data compromised https://t.co/zaToXWx1CL,ICA,Immigration policy,-1
472000000,2018-08-03 21:30:00+00:00, ,1.03E+18,en,15,1,0,7, ,Filipino young Math wizards topped the 14th International Mathematics Contest (IMC) in Singapore recently dominating 13 other countries $T$. https://t.co/nFnTmzHUZn https://t.co/GKaavzerjD,international students,Foreign talents,1
2850000000,2020-02-24 11:48:45+00:00, ,1.23E+18,en,0,0,0,975, ,"RT @maosnail: Random student who is not a minority during their class part: ""There is no $T$ in Singapore."" 
Me:",racism,Xenophobia and racism,1
159000000,2015-12-10 03:32:23+00:00, ,6.75E+17,en,0,0,0,0, ,"Indonesian $T$ pleads guilty to killing elderly employer:Yati, 24, admits to smoth... https://t.co/0f6DXkdiHz",domestic worker,Foreign domestic workers,-1
3170000000,2015-12-24 07:22:57+00:00, ,6.80E+17,en,0,0,0,0, ,"4,098 cartons of contraband cigarettes seized in  5 days: $T$ https://t.co/chlR8caWh3",ICA,Immigration policy,-1
14809059,2020-11-02 14:23:39+00:00, ,1.32E+18,en,1,0,1,0, ,"@MrMeseeks02 @rewegreatyet @benshapiro No, they have high deaths by population, which would have been even worse had other countries not locked down and had they not promoted $T$ in the summer. And now a second wave of cases. Taiwan, Singapore, South Korea, New Zealand did much better.",travel restrictions,Travel restrictions,-1
2680000000,2016-11-06 23:32:04+00:00, ,7.95E+17,in,0,0,0,0, ,indonesian $T$ with jilbab in Singapore https://t.co/4N4iaYmkyN,maid,Foreign domestic workers,1
75951503,2010-03-28 13:39:20+00:00, ,11200000000,en,0,0,0,0, ,"@ebenezerheng Okay, you get a $T$. ;)
It's cool you thought of us all the way from Singapore though.",S pass,Foreign talents,1
341000000,2012-05-24 18:32:53+00:00, ,2.06E+17,en,0,0,0,0, ,"NewsInSG: PAP, $T$ hold final rallies for Hougang by-election: SINGAPORE: The ruling People's Action P... http://t.co/7FCXfAxi #Singapore",wp,Migrant workers,-1
56870353,2018-09-10 20:29:04+00:00, ,1.04E+18,en,0,0,0,0, ,HR Assistant (MNC / Kallang / 5 Days / Up to $2400): MCI Career Services Pte Ltd Location : Kallang S00 SG Work experiences in point forms. Manage foreign employees_ work $T$ and contract renewal activities. Work closely with various departments on_ https://t.co/ElM2APJ29u,work pass,Migrant workers,1
193000000,2012-04-15 13:08:41+00:00, ,1.92E+17,en,0,0,0,0, ,Part Time $T$ In Singapore http://t.co/4BDRVskg,maid,Foreign domestic workers,0
237000000,2011-08-12 08:24:43+00:00, ,1.02E+17,en,0,0,0,0, ,Pinay $T$ missing in Singapore - http://goo.gl/Kn3KB,domestic helper,Foreign domestic workers,-1
620000000,2015-09-16 03:35:40+00:00, ,6.44E+17,en,0,0,0,0, ,"Foreign workforce growth in first half slowest since 2009: THE $T$ population expanded by just 8,00... http://t.co/XYLVORJzQQ",foreign worker,Migrant workers,0
44659911,2021-10-27 11:00:49+00:00, ,1.45E+18,en,0,0,0,402, ,"RT @mrbrown: Dude flies from London to Singapore on a $T$ flight, complains about having to queue. When actually, he didn__ do all the pref_?
1169933555104768005,2021-10-27 11:00:25+00:00, ,1453315642338070532,en,0,0,0,0, ,Fully vaccinated travellers from Australia and Switzerland will be able to enter Singapore without quarantine from November 8",VTL,Travel restrictions,-1
8.66E+17,2019-07-02 22:41:09+00:00, ,1.15E+18,en,0,0,0,0, ,PLAIN RICE CHALLENGE FAIL|SINGAPORE $T$ (RICHEL DO IT) https://t.co/qQ4y96zfeq,maid,Foreign domestic workers,-1
1.15E+18,2019-10-12 10:45:17+00:00, ,1.18E+18,en,0,0,0,84, ,RT @2wish_singapore: Admin's friends is starting to doubt that Mean's gift will reach him ? I'm not sure if Plan realise but the two bag $T$,S pass,Foreign talents,-1
23154535,2009-12-22 07:36:03+00:00, ,6920000000,en,0,0,0,0, ,Jeff's Tfeeds - You: Treatment at agency -  #$T$ #Singapore #Nation$T$ #Nation #humanright:  http://bit.ly/58VKNx,maid,Foreign domestic workers,1
1.14E+18,2022-01-27 04:33:04+00:00, ,1.49E+18,en,0,0,0,13, ,"RT @Reuters: Companies and $T$ professionals have long been drawn to Singapore, but COVID has prompted soul-searching among many rel",expatriate,Foreign talents,-1
7.12E+17,2016-04-10 12:48:34+00:00, ,7.19E+17,en,0,0,0,0, ,Filipina $T$ in Singapore thankful for P2.1 M raised for son | Inquirer Global_Nation https://t.co/j634mS3Uo7 https://t.co/6R8lEOprrM,maid,Foreign domestic workers,1
790000000,2018-07-02 16:06:45+00:00, ,1.01E+18,en,0,0,0,9, ,RT @tictoc: Singapore is rethinking air conditioning to conserve energy and protect the environment https://t.co/IZHMLim061 https://t.co/$T$,SP,Foreign talents,1
1.46E+18,2022-03-08 03:00:23+00:00, ,1.50E+18,en,0,0,0,6, ,"RT @business: Forget expats. Singapore's condo rents are being driven by strong homegrown demand, says @andymukherjee70 https://t.co/oqmCHt",expatriate,Foreign talents,-1
1500000000,2017-02-15 22:15:13+00:00, ,8.32E+17,en,0,0,0,0, ,$SCI:$T$ Singapore Bourse Expected To See Renewed Strength #SEMBCORP INDUSTRIES LTD  https://t.co/Q2wjD1sMK4 #STI30,SP,Foreign talents,1
438000000,2020-11-24 08:15:06+00:00, ,1.33E+18,en,0,0,0,0, ,"#Singapore will lift its border for all visitors from mainland China and Australia????s Victoria state, including all travelers who are not Singapore citizens, permanent residents or long-term $T$ holders: https://t.co/MTLyd5k #immigration #globalmobility",S pass,Foreign talents,1
1170000000,2016-05-06 12:35:36+00:00, ,7.29E+17,en,0,0,0,4336, ,"RT @SoSingaporean: $T$ or not, these are outright display of chinese privilege that exists in Singapore and it has to stop https://t.co/",racist,Xenophobia and racism,-1
95199595,2016-12-12 02:29:20+00:00, ,8.08E+17,en,0,0,0,0, ,"#africa #tech 
Singapore has topped the global Programme for $T$ Assessment (PISA) rankings in m https://t.co/Nc2gDHoJOq",international students,Foreign talents,1
1.02E+18,2021-10-14 08:13:10+00:00, ,1.45E+18,en,0,0,0,1, ,"$T$ charged with recording, distributing videos of herself bathing elderly man https://t.co/kRHXiExU6X",maid,Foreign domestic workers,-1
14569291,2010-07-06 00:55:00+00:00, ,17800000000,en,0,0,0,0, ,Malaysian govt to engage Singapore counterpart to obtain clemency for Yong Vui Kong: http://$T$.me/pi1jM-Fd,wp,Migrant workers,1
477000000,2013-03-07 07:46:40+00:00, ,3.10E+17,en,0,0,0,0, ,@newbiesBB $T$ to help with continued stay of widowed foreign spouses with children: SINGAPORE: The... http://t.co/M24EVXEjfV #bbnewbies,ICA,Immigration policy,1
8.36E+17,2021-11-21 15:39:56+00:00, ,1.46E+18,en,0,0,0,1, ,RT @newsorb360: Travel bubble with Singapore bring$T$ back to?Australia https://t.co/1iaHbR7lKM,international students,Foreign talents,1
1.11E+18,2020-09-15 05:12:55+00:00, ,1.31E+18,en,2,0,0,0, ,@hiHOBIhi @yeopiphany Thank you! Looks like it????s gonna be $103 Singapore dollar for me on a 2day hd $T$ ?,S pass,Foreign talents,1
130000000,2015-11-01 15:32:23+00:00, ,6.61E+17,en,0,0,0,0, ,ASIAONE | Do '$T$ Cameras' cross the line? https://t.co/gisZbZcZz9 https://t.co/znYEr4XHyJ,maid,Foreign domestic workers,1
205000000,2011-08-29 02:52:12+00:00, ,1.08E+17,en,0,0,0,0, ,DTN Singapore: $T$ikes employer's soup with menstrual blood: (THE STAR/ASIA NEWS NETWORK) - China Press... http://t.co/bZFvO6S,maid,Foreign domestic workers,0
906000000,2014-06-27 10:14:46+00:00, ,4.82E+17,en,0,0,0,0, ,Top News:  #Women for sale # Buy a discount $T$ at Singapore's malls http://t.co/bhIzBXjQko via @AjEnglish,maid,Foreign domestic workers,0
119000000,2017-09-15 15:38:00+00:00, ,9.09E+17,en,0,0,0,0, ,Couple's jail terms raised to 10 months for starving $T$ who lost 20kg https://t.co/Y4yuhUfuw7,maid,Foreign domestic workers,-1
554000000,2018-12-27 08:34:42+00:00, ,1.08E+18,en,0,0,0,2, ,RT @TODAYonline: Singapore submits first report on UN treaty against $T$ https://t.co/H6GNiUGVnO https://t.co/9oevomnaax,racial discrimination,Xenophobia and racism,1
9.42E+17,2019-08-05 09:13:50+00:00, ,1.16E+18,en,0,0,0,0, ,"Fantastic news ! ITX is once again shortlisted for an Awards at The Forum for $T$ Management APAC IN Singapore !
***
Most Innovative Use of Technology in Global Mobility - Assignee Management
*** https://t.co/JW9chzg1Wj",expatriate,Foreign talents,1
75520124,2015-10-24 04:48:28+00:00, ,6.58E+17,en,0,0,0,0, ,$T$ reminds all travellers to comply with security checks https://t.co/ACV9l5qJHL,ICA,Immigration policy,0
273000000,2015-12-14 02:14:05+00:00, ,6.76E+17,en,1,0,0,0, , $T$ among winners at migrant poetry competition | TODAYonline https://t.co/vH0b1K2e5Q,foreign worker,Migrant workers,0
14843506,2009-12-28 02:34:31+00:00, ,7110000000,en,0,0,0,0, ,"@nurashelley wo, wo, what's all the $T$ talk? what happened on Singapore Idol?",racism,Xenophobia and racism,-1
3310000000,2018-07-19 10:16:07+00:00, ,1.02E+18,en,0,0,0,0, ,"AiMS Learning International Singapore 
Class Orientation, 1st &amp; 3rd Sunday, 3rd Term (July to S$T$t 2018) 

New Batch of $T$ of Nursing Aide/Caregiver, Basic Hotel &amp; Restaurant Mgt and... https://t.co/GEV3BCzpn4",international students,Foreign talents,0
1450000000,2020-12-22 14:40:19+00:00, ,1.34E+18,en,0,0,0,7, ,"RT @InkPotArabic: ??? Our Courses are fully International and you will be learning alongside $T$ from all over the World...

?? UAE
??",international students,Foreign talents,1
391000000,2012-03-28 05:52:44+00:00, ,1.85E+17,en,0,0,0,0, ,Singapore football officials vowed "zero tolerance" of $T$ Wednesday after a visiting Liberian player responded...,racism,Xenophobia and racism,1
31066498,2020-06-09 07:49:16+00:00, ,1.27E+18,en,0,0,0,62, ,"RT @MothershipSG: [JUST IN] As of 12pm on Jun 9, 2020, MOH $T$ has preliminarily confirmed 218 new Covid-19 cases in Singapore. This brings the",S pass,Foreign talents,-1
1270000000,2015-12-04 01:26:04+00:00, ,6.73E+17,en,0,0,0,0, ,Wanted Singapore E $T$ (Degree). Work Hiring by REALITY WORLD IMMIGRATION SERVICES (Trichy) https://t.co/meMLB35S89 #works @Adsnity,work pass,Migrant workers,1
14152855,2019-05-05 09:13:01+00:00, ,1.12E+18,en,0,0,0,74, ,RT @Kishore36451190: Kudos to Tamilnadu Government for sending 25 $T$ from Government School to visit Malaysia &amp; Singapore as,international students,Foreign talents,1
4310000000,2018-09-18 01:41:47+00:00, ,1.04E+18,en,0,0,0,1089, ,"RT @STcom: Electricity supply to parts of Singapore was disrupted at 1.29 am, according to a Facebook post by $T$ Group. People in areas suc",SP,Foreign talents,1
37874853,2020-02-06 03:13:05+00:00, ,1.23E+18,en,3,0,0,3, ,"$T$, HSA seize more than $60,000 worth of e-vaporisers and accessories https://t.co/8NthvxR9yV",ICA,Immigration policy,1
47892360,2014-01-29 00:39:58+00:00, ,4.28E+17,en,0,0,0,0, ,True in Singapore too. A $T$__ Pay and Moral Choices http://t.co/buWOjlDiuU,maid,Foreign domestic workers,0
419000000,2012-06-27 06:56:32+00:00, ,2.18E+17,en,0,0,0,0, ,I'm at Work $T$ Services Centre ($T$SC) (Singapore) http://t.co/qZRRtRKD,S pass,Foreign talents,0
16082982,2013-10-04 19:35:36+00:00, ,3.86E+17,en,0,0,0,0, ,"PR/Singapore citizen/$T$, programming #jobs in SGP Startup...Salary $3.5 - $4.5k. Yii framework, JavaScript and Jquery.",EP,Foreign talents,0
1170000000,2019-09-02 15:54:21+00:00, ,1.17E+18,en,0,0,0,12377, ,"RT @SGNotoriousAFC: ""Which race in Singapore is the most $T$? Indian, Chinese, Malay""

This guy: https://t.co/irlpVCoQSR",racist,Xenophobia and racism,0
1.18E+18,2020-02-06 12:48:19+00:00, ,1.23E+18,en,0,0,0,0, ,What is this I'm working honestly but they are doing some molpractice now they cancelled my work $T$ this is good for Singapore? I give respect for Lee Employment records https://t.co/9mPzRobnmD #employeerecords #employmentact via @MOM_sg https://t.co/2I8Thvc2No,employment pass,Foreign talents,-1
196000000,2020-07-08 18:53:08+00:00, ,1.28E+18,en,1,1,0,2, ,"Thank you to $T$ from Hong Kong, Malaysia and Cyprus who attended today's Christ's International webinars. We look forward to working from the remaining #EUcountries (places still available) and Singapore tomorrow! https://t.co/Qz3KEYW5MM https://t.co/c3iEmtO8Vg",international students,Foreign talents,1
26491974,2012-06-06 07:37:43+00:00, ,2.10E+17,en,0,0,0,0, ,"In singapore, even a $T$ can buy ipod touch and samsung galaxy SII.",maid,Foreign domestic workers,1
344000000,2017-03-12 12:06:30+00:00, ,8.41E+17,en,0,0,0,3, ,RT @fivetwosix: Perth's $15 airport bus to city blows my mind vs Singapore's $3 metro. Though I did enjoy WA's family shared travel $T$ co,S pass,Foreign talents,1
1.33E+18,2021-12-23 04:33:31+00:00, ,1.47E+18,en,0,0,0,528, ,RT @Thefinnigans: Let that sink into you. Singapore the world greatest international air travel hub is closing its international border for $T$,travel restrictions,Travel restrictions,-1
58435187,2015-10-20 09:34:27+00:00, ,6.56E+17,en,0,0,0,0, ,"[News] $T$ gives birth to dead baby, hides body in drawer at employer's house https://t.co/gbJZHvJcUD",maid,Foreign domestic workers,1
221000000,2011-05-15 14:14:10+00:00, ,6.98E+16,en,0,0,0,0, ,Are You Against $T$ and Hate in Singapore Politics http://ow.ly/4UTIg #sgelections #sgelection #sgpolitics,xenophobia,Xenophobia and racism,1
801000000,2013-08-26 13:00:50+00:00, ,3.72E+17,en,0,0,0,5, ,"RT @mellyrauhl: SINGAPORE IS SUCH A $T$ FKING COUNTRY I CANT EVEN... EVERY CONTESTS TO MEET THEIR IDOLS, THEY WILL ALWAYS CHOOSE CHINESE",racist,Xenophobia and racism,-1
2820000000,2021-09-28 06:22:10+00:00, ,1.44E+18,en,2,0,0,2, ,"Those who are identified as victims of work $T$ infringements should not be prosecuted for crimes committed while being a victim, rather, they should be given work opportunities. Such protections will also encourage whistle-blowing by victims.

https://t.co/rKqhKOSTfz",maid,Foreign domestic workers,1
9.38E+17,2020-03-17 08:24:27+00:00, ,1.24E+18,en,0,0,0,0, ,"Food, freight from Malaysia to Singapore not hit by $T$ https://t.co/T33kMh8NhR",border closure,Travel restrictions,-1
1.02E+18,2020-04-21 08:49:57+00:00, ,1.25E+18,en,0,0,0,0, ,"@Ravidust @True_01_Indian @Shiv_Kr_Warsi @VapushaKunjara @dhume @VapushaKunjara Hate tweets won????t be possible in Singapore. That????s the difference between Singapore &amp; India. 

In addition to COVID19 anti-Muslim hatred, Modi????s India is a heaven for COVID19  casteism, $T$ &amp; anti-doctor hatred. See this:

Thread 
https://t.co/B2OwSIUi12 be",racism,Xenophobia and racism,-1
